audit_position,model_version,table_name,chinese_name,domain,foundation_tier,lifecycle,row_grain,storage_class,minimum_grain_verdict,derivability,physical_reason,derived_fields_or_outputs,action,r5_status,claude_fable_5_result,writer,readers,mutation_policy
82,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,ops_shift_requirement,班次岗位需求,ops,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,班表版本 × 时段 × 岗位 × 工位一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,明确每个时段需要的岗位、工位、人数和关键岗位属性。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,BakeryOps 排班流程,BakeryOps | HR | 分析/BI,APPEND_ONLY
83,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,ops_shift_assignment,班次员工指派,ops,EXTENSION_PACK:SHIFT_AND_WORKFORCE,PLANNED_MODULE,班次需求 × 雇佣关系 × 一段指派一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,把合资格员工明确指派到班表时段、岗位和工位。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,BakeryOps 排班流程,BakeryOps | HR | 财务网站 | 分析/BI,CONTROLLED_UPDATE
84,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,hr_timesheet_sync_batch,工时同步批次,hr,SOURCE_CONDITIONAL,SOURCE_CONDITIONAL,来源 × 时间窗口 × 一次同步一行,SOURCE_CONDITIONAL,NOT_PHASE1_SOURCE_UNVERIFIED,UNKNOWN_UNTIL_SOURCE_VERIFIED,记录一次 Lark 或其他工时来源同步的窗口、解析版本和完整性。；外部来源身份、粒度、权限和重跑契约尚未验证，当前只保留目标契约，不建正式表。,,DEFER_UNTIL_SOURCE_PROVEN,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_DEFER_SOURCE,BakeryOps 工时同步任务,BakeryOps | 财务网站 | 分析/BI,CONTROLLED_UPDATE_UNTIL_TERMINAL
85,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,hr_timesheet_entry,实际工时事实,hr,SOURCE_CONDITIONAL,SOURCE_CONDITIONAL,来源工时记录 × 雇佣关系 × 地点 × 工作时段一行,SOURCE_CONDITIONAL,NOT_PHASE1_SOURCE_UNVERIFIED,UNKNOWN_UNTIL_SOURCE_VERIFIED,保存员工在地点、日期和工作区域的实际净工时原值与来源，不把班表当实际工时。；外部来源身份、粒度、权限和重跑契约尚未验证，当前只保留目标契约，不建正式表。,,DEFER_UNTIL_SOURCE_PROVEN,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_DEFER_SOURCE,BakeryOps 工时同步任务,BakeryOps | 财务网站 | 分析/BI,APPEND_ONLY
86,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_material_unit_conversion,物料单位换算,scm,CORE_BUSINESS,CORE_MIGRATION,原料 × 起始单位 × 目标单位 × 生效区间一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,版本化维护某种原料或包材在采购包装、配方用量和库存基础单位之间的可审核换算。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,供应链主数据审核,BakeryOps | 财务网站 | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
87,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_supplier,供应商主数据,scm,CORE_BUSINESS,CORE_MIGRATION,一个法律或经营供应商一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,维护供应商稳定身份、采购币种、付款条件和状态。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,供应链主数据流程,BakeryOps | 财务网站 | 分析/BI,CONTROLLED_UPDATE
88,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_supplier_item,供应商商品,scm,CORE_BUSINESS,CORE_MIGRATION,供应商 × 外部SKU × 生效版本一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,PARTIAL_FIELDS_DERIVED_IN_VIEW,以版本行维护供应商 SKU、对应统一物料、包装换算、MOQ和商业条件；规格变化新增版本，不再拆一张一对一映射表。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,base_unit_quantity -> material unit conversion,R6_MERGE_INTO: each row is an effective-dated supplier SKU/material/package version; no separate mapping table,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_KEEP_PLUS_MERGED_R5_OBJECT,供应链主数据流程,BakeryOps | 财务网站 | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
89,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_supplier_item_mapping_review,供应商商品映射审核,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,一个供应商SKU的一次待审核问题一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,处理供应商 SKU 无法唯一映射到 material_id 的候选和证据。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,供应链主数据审核,BakeryOps | 财务网站,CONTROLLED_WORKFLOW
90,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_inventory_count,库存盘点单,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,地点 × 盘点时点 × 一次盘点一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,记录某地点某时点的一次完整或抽样盘点及批准状态。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,仓库或门店库存流程,BakeryOps | 财务网站 | 分析/BI,CONTROLLED_UPDATE
91,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_inventory_count_line,库存盘点行,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,盘点单 × 原料 × 可选批号一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,保存盘点时每种原料的实盘数量、批次和效期。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,仓库或门店库存流程,BakeryOps | 财务网站 | 分析/BI,APPEND_ONLY
92,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_inventory_movement,库存移动单,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,一个业务库存事件一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,记录收货、领用、生产消耗、调整、报废或地点转移的一次库存事件。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,供应链库存服务,BakeryOps | 财务网站 | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
93,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_inventory_movement_line,库存移动行,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,库存移动单 × 原料 × 可选批号一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,保存库存事件中每种原料、批号和数量。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,供应链库存服务,BakeryOps | 财务网站 | 分析/BI,APPEND_ONLY
94,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_material_requirement_run,原料需求计算运行,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,地点 × 计划营业日 × 一次需求计算一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,把已发布生产计划按生效配方展开成原料需求，并冻结输入版本。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,BakeryOps供应链任务,BakeryOps | 财务网站 | 分析/BI,CONTROLLED_UPDATE_UNTIL_TERMINAL
95,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_material_requirement_component,原料需求组成血缘,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,需求运行 × 计划产品行 × 展开序号一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,逐项保留需求运行中每个计划产品行展开出的一个原料贡献或一个明确质量阻断；原料总需求只从这些最细行汇总。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,planned product quantity -> immutable ops_production_plan_line | material total/base unit/quality summary -> v_scm_material_requirement_line,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,BakeryOps供应链任务,BakeryOps | 财务网站 | 分析/BI,APPEND_ONLY
96,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_replenishment_run,补货建议运行,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,地点 × 需求日期 × 一次补货计算一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,把原料需求、可用库存、在途、安全量、MOQ和提前期转换为建议订货。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,BakeryOps供应链任务,BakeryOps | 财务网站 | 分析/BI,CONTROLLED_UPDATE_UNTIL_TERMINAL
97,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_replenishment_line,补货建议行,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,补货运行 × 原料 × 供应商商品版本候选一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,保存原料建议量、批准量、库存构成、MOQ取整和调整原因。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,approved minus suggested delta -> v_scm_replenishment_trace,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,BakeryOps计算；采购人员批准,BakeryOps | 财务网站 | 分析/BI,CONTROLLED_WORKFLOW
98,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_purchase_order_revision,采购订单版本,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,采购单号 × 版本号一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,直接保留某采购单号每次草稿、审批、发送、供应商确认或取消，不再另建空壳采购主单。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,header/line reconciliation -> v_scm_purchase_order_reconciliation,DESIGN_ONLY_DO_NOT_CREATE; R6_MERGE_INTO: absorb scm_purchase_order; purchase_order_code groups immutable supplier-confirmed revisions,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER; CODEX_FURTHER_MERGED_REDUNDANT_EXTENSION_SHELL,采购流程；审批人改变状态,BakeryOps | 财务网站 | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
99,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_purchase_order_line,采购订单行,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,采购版本 × 供应商商品版本一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,保存采购版本中已确认的供应商商品版本、订购包装数量、单位价格和来源补货行。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,base unit quantity -> order quantity × unit conversion | line currency -> referenced purchase-order revision,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,采购流程,BakeryOps | 财务网站 | 分析/BI,APPEND_ONLY
100,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_goods_receipt,采购收货单,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,采购版本 × 一次收货一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,记录针对供应商确认采购版本的一次实际到货、验收和入库。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,仓库或门店收货流程,BakeryOps | 财务网站 | 分析/BI,CONTROLLED_UPDATE
101,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_goods_receipt_line,采购收货行,scm,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,收货单 × 采购行 × 可选批号一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,保存每个采购行的实收、拒收、批号、效期和实际价格。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,仓库或门店收货流程,BakeryOps | 财务网站 | 分析/BI,APPEND_ONLY
102,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,scm_supplier_price_observation,供应商市场价观察,scm,CORE_BUSINESS,CORE_MIGRATION,供应商商品 × 观察时间 × 来源记录一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,PARTIAL_FIELDS_DERIVED_IN_VIEW,沉淀报价、PO或收货形成的原始和归一化采购价，供成本卡选择生效价格。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,normalized_price_myr -> raw price × FX rate ÷ unit conversion,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,采购或收货流程,BakeryOps | 财务网站 | 分析/BI,CONTROLLED_UPDATE_UNTIL_TERMINAL
103,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,cost_card_recipe_version,配方版本,cost,CORE_BUSINESS,CORE_MIGRATION,配方代码 × 版本号一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,一行冻结一个配方代码版本的名称、产出对象、批产量、生效区间、售价参考和发布状态；不再为只有版本表引用的配方另建主档。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,,R6_MERGE_INTO: absorb cost_card_recipe; recipe_code groups immutable versions,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP; CODEX_FURTHER_MERGED_REDUNDANT_CORE_SHELL,财务成本卡网站,财务网站 | BakeryOps | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
104,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,cost_card_recipe_component,配方原料组件,cost,CORE_BUSINESS,CORE_MIGRATION,配方版本 × 原料 × 序号一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,PARTIAL_FIELDS_DERIVED_IN_VIEW,逐项保存配方版本的统一原料用量、损耗和净得率。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,base_unit_quantity -> input quantity × unit conversion,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务成本卡网站,财务网站 | BakeryOps | 分析/BI,APPEND_ONLY
105,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,cost_card_material_price,成本采用价,cost,CORE_BUSINESS,CORE_MIGRATION,地点或全局 × 原料 × 生效区间一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,从供应商价格观察或人工批准值中选择某地点、原料的有效成本价格。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务成本卡网站,财务网站 | BakeryOps | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
106,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_import_batch,财务导入批次,finance,CORE_BUSINESS,CORE_MIGRATION,来源文件或数据集 × 一次导入一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,记录财务模板、银行文件或人工数据每次导入的文件、期间、校验值和批准状态。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | 分析/BI,CONTROLLED_UPDATE_UNTIL_TERMINAL
107,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_sales_daily,财务日销售事实,finance,CORE_BUSINESS,CORE_MIGRATION,财务批次 × 地点 × 日期一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,保存财务模板口径的门店日销售，保持与 POS 事实独立用于核对。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | 分析/BI,APPEND_ONLY
108,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_item_sales_monthly,财务单品月销售,finance,CORE_BUSINESS,CORE_MIGRATION,财务批次 × 地点 × 月份 × 来源商品一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,保存财务模板中月度单品数量和金额，作为 POS 聚合的独立核对来源。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | 分析/BI,APPEND_ONLY
109,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_monthly_cost_line,财务月成本费用行,finance,CORE_BUSINESS,CORE_MIGRATION,财务批次 × 地点 × 月份 × 成本域 × 类别 × 子类 × 组织或来源一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,用统一粒度保存材料、人工、仓运和期间费用，同时保留类别和组织来源。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | 分析/BI,APPEND_ONLY
110,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_cashflow_line,财务现金流行,finance,CORE_BUSINESS,CORE_MIGRATION,财务批次 × 地点 × 月份 × 现金流项目一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,保存门店月度现金流项目和金额，不与收入或利润混用。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | 分析/BI,APPEND_ONLY
111,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_order_logistics_line,财务物流订货行,finance,CORE_BUSINESS,CORE_MIGRATION,财务批次 × 来源订货单 × 来源商品行一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,保留财务模板中包含订货、付款、发货、到港、交付和入库日期的历史物流行。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | 供应链 | 分析/BI,APPEND_ONLY
112,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_inventory_snapshot_line,财务月库存快照行,finance,CORE_BUSINESS,CORE_MIGRATION,财务批次 × 地点 × 月份 × 来源物料一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,保存财务模板月末现存、在途、用量、规格和采购类型。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | 供应链 | 分析/BI,APPEND_ONLY
113,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_inventory_flow_line,财务月进销存行,finance,CORE_BUSINESS,CORE_MIGRATION,财务批次 × 地点 × 月份 × 仓别 × 来源物料一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,保存财务模板按仓别的期初、入库、领用和期末数量。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | 供应链 | 分析/BI,APPEND_ONLY
114,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_supplier_purchase_monthly,财务供应商月采购,finance,CORE_BUSINESS,CORE_MIGRATION,财务批次 × 地点 × 月份 × 来源供应商 × 来源物料 × 规格一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,保存财务模板按月、供应商、物料和规格聚合的采购数量、单价和金额。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | 供应链 | 分析/BI,APPEND_ONLY
115,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_target,财务经营目标,finance,CORE_BUSINESS,CORE_MIGRATION,地点 × 月份 × 指标代码 × 版本一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,保存地点、月份和指标的目标值及版本。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | BakeryOps | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
116,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_monthly_metric,财务月度指标值,finance,CORE_BUSINESS,CORE_MIGRATION,财务批次 × 地点 × 月份 × 指标代码一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,保存财务模板提供的营业利润、净利润、摊销费、储值净额等标准月指标。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | 分析/BI,APPEND_ONLY
117,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,finance_period_category_map,期间费用归类规则,finance,CORE_BUSINESS,CORE_MIGRATION,来源大类 × 来源子类 × 生效区间一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,版本化维护财务来源类别到销售、管理、财务、研发等期间费用口径的映射。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,财务网站,财务网站 | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
118,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,mkt_campaign_version,营销活动版本,mkt,CORE_BUSINESS,CORE_MIGRATION,活动代码 × 版本号一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,一行冻结一个活动代码版本的名称、类型、时间窗、适用地点、参与规则、问卷算法和奖励政策；不再为只有版本表引用的活动另建主档。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,,R6_MERGE_INTO: absorb mkt_campaign; campaign_code groups immutable versions,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP; CODEX_FURTHER_MERGED_REDUNDANT_CORE_SHELL,营销/HBTI后台,HBTI | 财务网站 | BakeryOps | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
119,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,mkt_campaign_member,活动会员参与,mkt,CORE_BUSINESS,CORE_MIGRATION,活动版本 × 会员一行,CORE_WORKFLOW_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,记录会员在某活动版本中的资格、邀请、开始、完成和取消历史，不再把活动状态覆盖在 pos_member 当前快照上。；人工决定、批准、状态转换或业务副作用本身就是事实，不能从最终结果倒推。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,营销/HBTI后台,HBTI | 财务网站 | 分析/BI,CONTROLLED_WORKFLOW
120,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,mkt_survey_question,问卷题目,mkt,CORE_BUSINESS,CORE_MIGRATION,活动版本 × 题目代码一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,版本化保存活动问卷题目、类型、顺序和必答规则。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,营销/HBTI后台,HBTI | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
