object_type,object_name,ordinal_position,column_name,data_type,nullable,default,identity_kind,generated_kind,meaning,meaning_evidence_status,constraints,misuse_warning
table,out_of_stock_record,1,id,integer,False,nextval('out_of_stock_record_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,out_of_stock_record,2,date,character varying(10),False,—,,,当前表使用的日期字段；是否为营业日及其时区需按写入代码确认。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,out_of_stock_record,3,product_name,character varying(200),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,out_of_stock_record,4,input_name,character varying(200),True,''::character varying,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,out_of_stock_record,5,soldout_time,character varying(10),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,out_of_stock_record,6,soldout_slot,character varying(10),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,out_of_stock_record,7,day_type,character varying(20),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,out_of_stock_record,8,loss_slots,text,True,''::text,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,out_of_stock_record,9,estimated_loss_qty,double precision,True,0,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,out_of_stock_record,10,estimated_loss_amount,double precision,True,0,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,out_of_stock_record,11,created_at,timestamp with time zone,True,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,1,member_id,text,False,—,,,POS 内部 customerId（19 位雪花），伪匿名。脱离 Restosuite 后台无法据此认出任何真人。所有不需要联系本人的分析都应该只用这一列。,已确认：生产库字段注释,"unique: UNIQUE (store, member_id)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,2,store,text,False,—,,,当前库使用的门店文本/代码；现有表之间没有统一稳定身份保证。,合理推测：通用命名；需代码确认,"unique: UNIQUE (store, member_id)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,3,has_profile,boolean,False,false,,,"true = 该 member_id 在 /crm/datamanage/customer/page 有档案行（实测 3,713 人）。false 的约 1,111 人只出现在卡列表（卡 shopId='0'）；他们同样 100% 有手机号，但没有 registered_on / source_type。此列区分「事实缺失」与「抓取失败」。",已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,4,phone_country_code,text,True,—,,,【个人资料 / PII】会员手机号的国家码，POS 字段 areaCode 的规范化结果：纯数字、**不带 '+'**（'60' / '65' / '86' …）。实测 17 种取值，60 占 95.8% —— **不要硬编码马来西亚**。用途：与 phone_national 一起构成可拨打 / 可与 POS 后台核对的完整号码；单独使用无意义。源值为空串 '' 时写 NULL，不要写 ''。★ 安全：本列受 RLS 保护（本表已 ENABLE ROW LEVEL SECURITY 且无任何 policy），且前置安全迁移已收回 anon / authenticated 的全部表级授予；本迁移第 5 节另行收回本表的 service_role 授予 —— **anon 无权访问**（越权读取直接报 42501）。仅 postgres（应用直连身份）可读。,已确认：生产库字段注释,"check: CHECK (phone_country_code ~ '^[1-9][0-9]{0,3}$'::text)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,5,phone_national,text,True,—,,,"【个人资料 / PII】会员手机号的本地号部分（**不含国家码**），POS 字段 phone 的规范化结果。规范化规则（写入侧 ~/hot/res_api 负责，本列的 CHECK 只是最后一道防线）：(1) 只保留数字，去掉 '+'、空格、连字符、括号（实测源值本就全是纯数字，这一步是防御性的）；(2) **去掉前导 0**（实测 11 条把国内长途冠码一起填进来了，不去掉同一个人会算成两个号）；(3) 空串 '' → NULL；(4) **不要自动剥离前导 60**：实测 6 条数字以 60 开头，与「用户把国家码填进了 phone」    无法区分，也可能是真实本地号 —— 原样入库，事后人工判读（查询见迁移文件附录 B）；(5) 规范化失败（长度异常 / 含非数字 / 不符合 CHECK）时写 **NULL 并报警**，    **不要把原始值塞进来**碰运气。实测长度 7–11（9 位占 83%），覆盖率 4,823/4,824 = 99.98%。NULL 是合法状态：既表示「从未填过」，也表示「POS 侧解绑了」（实测确有一条 有→空 的变更）。★ 安全：本列受 RLS 保护、前置安全迁移已收回 anon / authenticated 的表级授予；本迁移第 5 节另行收回本表的 service_role 授予，**anon 无权访问**。任何不需要联系会员本人的查询都不应该 SELECT 本列。",已确认：生产库字段注释,"check: CHECK (phone_national ~ '^[1-9][0-9]{5,14}$'::text)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,6,phone_e164,text,True,"
CASE
    WHEN ((phone_country_code IS NOT NULL) AND (phone_national IS NOT NULL)) THEN (('+'::text || phone_country_code) || phone_national)
    ELSE NULL::text
END",,s,"【个人资料 / PII】生成列（STORED）= '+' || phone_country_code || phone_national，两列任一为 NULL 时本列为 NULL。这是跨区号唯一正确的比较 / 去重 / 查找键：只比 phone_national 会把 +60 与 +65 的同号误判成同一人。★ 刻意**不加 UNIQUE 约束**，三条理由：(1) 手机号可以被解绑（实测有 有→空 的变更），空值必须允许多行；(2) 换绑存在时序窗口 —— A 解绑、B 绑同号，若快照抓在 A 的解绑落库之前，    一次同步内会出现瞬时重复；UNIQUE 会让整晚同步事务失败，而这不是数据错误，是快照撕裂；(3) 唯一性由 POS 保证，我们只是只读镜像 —— **镜像不该比源系统更严格**。当前实测零冲突（4,821 个持卡人 → 4,821 个不同号码，三个数据源互相印证）。若要监控冲突，用查询而不是约束：SELECT phone_e164, count(*) FROM pos_member WHERE phone_e164 IS NOT NULL GROUP BY 1 HAVING count(*) > 1;★ 安全：同 phone_national —— 受 RLS 保护，anon 无权访问。",已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,7,registered_on,date,True,—,,,字段名显示它可能存放 registered_on 对应的自然日；时区和业务口径待确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,8,register_shop_id,text,True,—,,,字段名显示它可能存放 register_shop 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,9,source_type,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,10,card_count,integer,False,0,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,11,level_name,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,12,growth,integer,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,13,point_balance,integer,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,14,balance_total,"numeric(14,2)",True,—,,,跨该会员名下所有卡的可用余额合计（本金+赠送），MYR 元。源数据 /crm 返回整数分，入库前除以 100。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,15,balance_cash,"numeric(14,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,16,balance_gift,"numeric(14,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,17,balance_frozen,"numeric(14,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,18,lifetime_topup_amount,"numeric(14,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,19,lifetime_topup_count,integer,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,20,lifetime_consume_amount,"numeric(14,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,21,lifetime_consume_count,integer,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,22,first_card_created_on,date,True,—,,,字段名显示它可能存放 first_card_created_on 对应的自然日；时区和业务口径待确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,23,last_recharge_at,timestamp with time zone,True,—,,,字段名显示它可能存放 last_recharge 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,24,last_trans_at,timestamp with time zone,True,—,,,字段名显示它可能存放 last_trans 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,25,snapshot_date,date,True,—,,,该行 POS 侧字段来自哪一天的会员快照，由 ~/hot/res_api 每晚写入。NULL 表示这一行是 hbti-web 在顾客完成 HBTI 时当场建的，POS 快照尚未收录该会员——当晚爬虫 upsert 会补齐它。060 的「靠 snapshot_date 识别失效行」口径只对非空行成立。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,26,fetched_at,timestamp with time zone,False,now(),,,字段名显示它可能存放 fetched 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,27,hbti_campaign_version,text,True,—,,,"当前 hbti_* 画像来自哪一期活动。第二期活动会覆盖成最新一次；逐期历史在 hbti_completion 里按 (campaign_version, member_hash) 一期一行全量保留。写者 = hotcrush-hbti。",已确认：生产库字段注释,"check: CHECK (hbti_campaign_version IS NULL OR hbti_campaign_version ~ '^[A-Za-z0-9][A-Za-z0-9._-]{0,63}$'::text) | check: CHECK (hbti_campaign_version IS NULL AND hbti_code IS NULL AND hbti_visit_time IS NULL AND hbti_category IS NULL AND hbti_color IS NULL AND hbti_completed_at IS NULL AND hbti_gender IS NULL AND hbti_age IS NULL OR hbti_campaign_version IS NOT NULL AND hbti_code IS NOT NULL AND hbti_visit_time IS NOT NULL AND hbti_category IS NOT NULL AND hbti_color IS NOT NULL AND hbti_completed_at IS NOT NULL)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,28,hbti_code,text,True,—,,,HBTI 16 型码，四轴依次为温度 I/H、浓度 L/S、甜度 B/D、社交 A/T，由 hbti-web 的 scoreHbti() 从第 1-4 题算出。写者 = hotcrush-hbti。,已确认：生产库字段注释,check: CHECK (hbti_code IS NULL OR hbti_code ~ '^[IH][LS][BD][AT]$'::text) | check: CHECK (hbti_campaign_version IS NULL AND hbti_code IS NULL AND hbti_visit_time IS NULL AND hbti_category IS NULL AND hbti_color IS NULL AND hbti_completed_at IS NULL AND hbti_gender IS NULL AND hbti_age IS NULL OR hbti_campaign_version IS NOT NULL AND hbti_code IS NOT NULL AND hbti_visit_time IS NOT NULL AND hbti_category IS NOT NULL AND hbti_color IS NOT NULL AND hbti_completed_at IS NOT NULL),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,29,hbti_visit_time,text,True,—,,,第 5 题「什么时段来」：morning / night。写者 = hotcrush-hbti。,已确认：生产库字段注释,"check: CHECK (hbti_campaign_version IS NULL AND hbti_code IS NULL AND hbti_visit_time IS NULL AND hbti_category IS NULL AND hbti_color IS NULL AND hbti_completed_at IS NULL AND hbti_gender IS NULL AND hbti_age IS NULL OR hbti_campaign_version IS NOT NULL AND hbti_code IS NOT NULL AND hbti_visit_time IS NOT NULL AND hbti_category IS NOT NULL AND hbti_color IS NOT NULL AND hbti_completed_at IS NOT NULL) | check: CHECK (hbti_visit_time IS NULL OR (hbti_visit_time = ANY (ARRAY['morning'::text, 'night'::text])))",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,30,hbti_category,text,True,—,,,第 6 题「最想点哪一类」：drink / dessert / bakery。写者 = hotcrush-hbti。,已确认：生产库字段注释,"check: CHECK (hbti_category IS NULL OR (hbti_category = ANY (ARRAY['drink'::text, 'dessert'::text, 'bakery'::text]))) | check: CHECK (hbti_campaign_version IS NULL AND hbti_code IS NULL AND hbti_visit_time IS NULL AND hbti_category IS NULL AND hbti_color IS NULL AND hbti_completed_at IS NULL AND hbti_gender IS NULL AND hbti_age IS NULL OR hbti_campaign_version IS NOT NULL AND hbti_code IS NOT NULL AND hbti_visit_time IS NOT NULL AND hbti_category IS NOT NULL AND hbti_color IS NOT NULL AND hbti_completed_at IS NOT NULL)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,31,hbti_color,text,True,—,,,结果页顾客选定的品牌色标识（如 pistachio）。取值随活动可变，故只做格式约束不锁枚举。写者 = hotcrush-hbti。,已确认：生产库字段注释,check: CHECK ((hbti_color IS NULL OR btrim(hbti_color) = hbti_color AND length(hbti_color) >= 1 AND length(hbti_color) <= 32) AND (hbti_gender IS NULL OR btrim(hbti_gender) = hbti_gender AND length(hbti_gender) >= 1 AND length(hbti_gender) <= 32) AND (hbti_age IS NULL OR btrim(hbti_age) = hbti_age AND length(hbti_age) >= 1 AND length(hbti_age) <= 32)) | check: CHECK (hbti_campaign_version IS NULL AND hbti_code IS NULL AND hbti_visit_time IS NULL AND hbti_category IS NULL AND hbti_color IS NULL AND hbti_completed_at IS NULL AND hbti_gender IS NULL AND hbti_age IS NULL OR hbti_campaign_version IS NOT NULL AND hbti_code IS NOT NULL AND hbti_visit_time IS NOT NULL AND hbti_category IS NOT NULL AND hbti_color IS NOT NULL AND hbti_completed_at IS NOT NULL),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,32,hbti_gender,text,True,—,,,可选题：性别自述（woman / man / nonbinary / prefer-not）。顾客可跳过，为空即未填，不得用任何值冒充。写者 = hotcrush-hbti。,已确认：生产库字段注释,check: CHECK ((hbti_color IS NULL OR btrim(hbti_color) = hbti_color AND length(hbti_color) >= 1 AND length(hbti_color) <= 32) AND (hbti_gender IS NULL OR btrim(hbti_gender) = hbti_gender AND length(hbti_gender) >= 1 AND length(hbti_gender) <= 32) AND (hbti_age IS NULL OR btrim(hbti_age) = hbti_age AND length(hbti_age) >= 1 AND length(hbti_age) <= 32)) | check: CHECK (hbti_campaign_version IS NULL AND hbti_code IS NULL AND hbti_visit_time IS NULL AND hbti_category IS NULL AND hbti_color IS NULL AND hbti_completed_at IS NULL AND hbti_gender IS NULL AND hbti_age IS NULL OR hbti_campaign_version IS NOT NULL AND hbti_code IS NOT NULL AND hbti_visit_time IS NOT NULL AND hbti_category IS NOT NULL AND hbti_color IS NOT NULL AND hbti_completed_at IS NOT NULL),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,33,hbti_age,text,True,—,,,可选题：年龄段（under-18 / 18-24 / 25-34 / 35-44 / 45-plus / prefer-not）。顾客可跳过，为空即未填。写者 = hotcrush-hbti。,已确认：生产库字段注释,check: CHECK ((hbti_color IS NULL OR btrim(hbti_color) = hbti_color AND length(hbti_color) >= 1 AND length(hbti_color) <= 32) AND (hbti_gender IS NULL OR btrim(hbti_gender) = hbti_gender AND length(hbti_gender) >= 1 AND length(hbti_gender) <= 32) AND (hbti_age IS NULL OR btrim(hbti_age) = hbti_age AND length(hbti_age) >= 1 AND length(hbti_age) <= 32)) | check: CHECK (hbti_campaign_version IS NULL AND hbti_code IS NULL AND hbti_visit_time IS NULL AND hbti_category IS NULL AND hbti_color IS NULL AND hbti_completed_at IS NULL AND hbti_gender IS NULL AND hbti_age IS NULL OR hbti_campaign_version IS NOT NULL AND hbti_code IS NOT NULL AND hbti_visit_time IS NOT NULL AND hbti_category IS NOT NULL AND hbti_color IS NOT NULL AND hbti_completed_at IS NOT NULL),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,34,hbti_completed_at,timestamp with time zone,True,—,,,该画像对应的 HBTI 完成时刻。发券成功与否不影响本列——答完就算完成，发券结果看 hbti_completion.status。写者 = hotcrush-hbti。,已确认：生产库字段注释,check: CHECK (hbti_campaign_version IS NULL AND hbti_code IS NULL AND hbti_visit_time IS NULL AND hbti_category IS NULL AND hbti_color IS NULL AND hbti_completed_at IS NULL AND hbti_gender IS NULL AND hbti_age IS NULL OR hbti_campaign_version IS NOT NULL AND hbti_code IS NOT NULL AND hbti_visit_time IS NOT NULL AND hbti_category IS NOT NULL AND hbti_color IS NOT NULL AND hbti_completed_at IS NOT NULL),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,35,hbti_member_hash,text,True,—,,,旧幂等键 HMAC(手机号)。066 起幂等键改为 member_id 本身（顺带堵掉换号可重复领券的洞），本列仅留作审计与换键追溯。,已确认：生产库字段注释,check: CHECK (hbti_member_hash IS NULL OR hbti_member_hash ~ '^[a-f0-9]{64}$'::text),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,36,hbti_status,text,True,—,,,HBTI 完成状态：processing=进行中（此时 hbti_attempt_id 非空）；issued=已发券；review=待人工核对；unrewarded=答题完成但周边已发完，不发券。后三者都是终态，会挡住同一会员在本期活动内的第二次参与。,已确认：生产库字段注释,"check: CHECK (hbti_status = 'processing'::text AND hbti_attempt_id IS NOT NULL OR hbti_status IS DISTINCT FROM 'processing'::text AND hbti_attempt_id IS NULL) | check: CHECK (hbti_status IS NULL AND hbti_record IS NULL OR hbti_status IS NOT NULL AND hbti_record IS NOT NULL AND (hbti_record ->> 'status'::text) = hbti_status) | check: CHECK (hbti_status IS NULL OR (hbti_status = ANY (ARRAY['processing'::text, 'issued'::text, 'review'::text, 'unrewarded'::text])))",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,37,hbti_attempt_id,uuid,True,—,,,当前持锁者。状态转移用 WHERE hbti_attempt_id = $1 做 CAS，非持锁者改不动。,已确认：生产库字段注释,check: CHECK (hbti_status = 'processing'::text AND hbti_attempt_id IS NOT NULL OR hbti_status IS DISTINCT FROM 'processing'::text AND hbti_attempt_id IS NULL),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,38,hbti_record,jsonb,True,—,,,完整 CompletionRecord（locked/prepared/issued/review 判别联合，含答题快照与发券回执），读出后由 TS 侧同一份 Zod 校验。phase 从这里读，不单独占列。,已确认：生产库字段注释,check: CHECK (hbti_status IS NULL AND hbti_record IS NULL OR hbti_status IS NOT NULL AND hbti_record IS NOT NULL AND (hbti_record ->> 'status'::text) = hbti_status),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member,39,hbti_expires_at,timestamp with time zone,True,—,,,字段名显示它可能存放 hbti_expires 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,1,txn_id,text,False,—,,,字段名显示它可能存放 txn 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,"unique: UNIQUE (store, txn_id)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,2,store,text,False,—,,,当前库使用的门店文本/代码；现有表之间没有统一稳定身份保证。,合理推测：通用命名；需代码确认,"unique: UNIQUE (store, txn_id)",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,3,pos_shop_id,text,True,—,,,字段名显示它可能存放 pos_shop 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,4,business_date,date,False,—,,,字段名显示它可能存放 business_date 对应的自然日；时区和业务口径待确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,5,txn_at,timestamp with time zone,True,—,,,POS 报表引擎返回的是不带时区的 KL 墙上时间，抓取侧显式补 +08:00 后入库。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,6,member_id,text,True,—,,,对应 pos_member.member_id。**刻意不加外键**：流水按 45 天滚动窗口同步、会员按整表快照同步，两者不同步时外键会让当晚同步整体失败。遇到 pos_member 里没有的 member_id 记 warning。手机号请到 pos_member 取，本表不存（理由见表注释）。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,7,card_no,text,True,—,,,POS 卡号，形态混杂（19 位雪花 / 7 位数字 / 含字母如 'A1222'），故为 text 而非数值。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,8,txn_type,smallint,False,—,,,"POS 原始交易类型码。10 充值 / 20 消费核销 / 30 充值退款 / 40 消费退款 / 50 调增 / 60 调减。注意 2026-06 整月充值为 0 而调增 RM 30,021.00 —— 类型 50 在本店会被当作进钱手段使用，做「充值额」口径时必须先明确是否把 50 计入。",已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,9,txn_type_label,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"check: CHECK (txn_type_label = ANY (ARRAY['topup'::text, 'consume'::text, 'topup_refund'::text, 'consume_refund'::text, 'adjust_increase'::text, 'adjust_decrease'::text, 'unknown'::text]))",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,10,money_amount,"numeric(14,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,11,gift_amount,"numeric(14,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,12,total_amount,"numeric(14,2)",True,—,,,M_Trade_Sum_countAmount = money_amount + gift_amount，**这才是真正的卡值变动**，金额分析请用本列。,已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,13,trade_amount,"numeric(14,2)",True,—,,,"【易错列】M_Trade_Sum_tradeAmount 原值，语义按 txn_type 变：充值行 = 本金（不含赠送）；消费/退款行 = 含赠送的总卡值；调整行恒为 0.00。只有 txn_type IN (20,40) 的 trade_amount 之和才与 daily_payment_breakdown 的 'Membership card balance' 对得上。不要拿本列跨类型求和。",已确认：生产库字段注释,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,14,before_money_balance,"numeric(14,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,15,after_money_balance,"numeric(14,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,16,before_gift_balance,"numeric(14,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,17,after_gift_balance,"numeric(14,2)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,18,point_delta,integer,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,19,pos_order_no,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,20,order_id,text,True,—,,,字段名显示它可能存放 order 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,21,source_code,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,22,source,text,False,'report_100150'::text,,,来源标签；当前是否有受控字典和强约束需逐表确认。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,pos_member_card_txn,23,fetched_at,timestamp with time zone,False,now(),,,字段名显示它可能存放 fetched 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
