current_object_type,current_object,ordinal_position,current_field,current_data_type,current_nullable,current_meaning,meaning_evidence_status,field_disposition,target_field_or_disposition,mapping_basis,field_migration_rule,object_migration_rule,compatibility_rule,risk,implementation_status
table,hbti_gift_stock,5,is_active,boolean,False,设为 false 可临时把某个品项移出抽奖池，无需改库存,已确认：生产库字段注释,PRESERVE_POOL_ELIGIBILITY_EVIDENCE,MIGRATION_MANIFEST:source_pool_is_active | mkt_campaign_version.reward_rule,MANUAL_EXPLICIT_FIELD,它只表示旧抽奖池是否参与抽取，进入迁移清单和活动reward_rule证据；不能直接退休全局reward，也不能据此改写历史claim或库存计数。,只接受已冻结hash的10项精确奖励模板白名单：9个现有库存模板逐项映PHYSICAL_GIFT，Pistachio Green Jewel精确映COUPON，未知模板BLOCK，禁止名称模式推断。9行库存allocated=initial_stock、reserved=0、redeemed=issued_count、damaged=0，allocated合计1376、来源issued合计2。Heart receipt 1精确连接库存；3条Pistachio外部履约只连reward且reward_stock_id=NULL；Butterfly issued=1但0 receipt，核对输出DRIFT且禁止伪造claim。4个RES newCouponId唯一且confirmedAt存在，迁source_fulfillment_id与redeemed_at；reserved_at无来源证据保持NULL。,HBTI库存扣减改为原子版本锁；库存核对只汇总reward_stock_id非空的claim，stockless外部履约不进入库存核对，REDEEMED只证明发放不证明POS消费。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,hbti_gift_stock,6,updated_at,timestamp with time zone,False,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,PRESERVE_STOCK_UPDATE_TIME,mkt_reward_stock.updated_at,MANUAL_EXPLICIT_FIELD,保留旧库存控制行最后更新时间到mkt_reward_stock.updated_at；它不是领取、预留、履约或POS消费发生时间，缺少这些业务时刻不得用它补值。,只接受已冻结hash的10项精确奖励模板白名单：9个现有库存模板逐项映PHYSICAL_GIFT，Pistachio Green Jewel精确映COUPON，未知模板BLOCK，禁止名称模式推断。9行库存allocated=initial_stock、reserved=0、redeemed=issued_count、damaged=0，allocated合计1376、来源issued合计2。Heart receipt 1精确连接库存；3条Pistachio外部履约只连reward且reward_stock_id=NULL；Butterfly issued=1但0 receipt，核对输出DRIFT且禁止伪造claim。4个RES newCouponId唯一且confirmedAt存在，迁source_fulfillment_id与redeemed_at；reserved_at无来源证据保持NULL。,HBTI库存扣减改为原子版本锁；库存核对只汇总reward_stock_id非空的claim，stockless外部履约不进入库存核对，REDEEMED只证明发放不证明POS消费。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,hbti_rate_limit,1,bucket,text,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_rate_limit_event,OBJECT_TRANSFORMATION_RULE,不迁移已过期限流桶；切换后新请求写通用限流表。,不迁移已过期限流桶；切换后新请求写通用限流表。,短期允许旧桶自然过期。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,hbti_rate_limit,2,count,integer,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_rate_limit_event,OBJECT_TRANSFORMATION_RULE,不迁移已过期限流桶；切换后新请求写通用限流表。,不迁移已过期限流桶；切换后新请求写通用限流表。,短期允许旧桶自然过期。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,hbti_rate_limit,3,expires_at,timestamp with time zone,False,字段名显示它可能存放 expires 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,PRESERVE_IF_SEMANTICS_MATCH,app_rate_limit_event.expires_at,UNIQUE_SAME_NAME_CANDIDATE,必须通过类型、空值、单位、时间和样本对账；同名本身不是迁移证据。失败则按对象迁移规则转换。,不迁移已过期限流桶；切换后新请求写通用限流表。,短期允许旧桶自然过期。,LOW,DESIGN_EXPLICIT_NOT_EXECUTED
table,holiday,1,id,integer,False,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_job_run | ops_calendar_event | v_ops_holiday_factor,OBJECT_TRANSFORMATION_RULE,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,预测改读v_ops_holiday_factor；日历同步统一记录app_job_run。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,holiday,2,date,character varying(10),False,当前表使用的日期字段；是否为营业日及其时区需按写入代码确认。,合理推测：通用命名；需代码确认,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_job_run | ops_calendar_event | v_ops_holiday_factor,OBJECT_TRANSFORMATION_RULE,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,预测改读v_ops_holiday_factor；日历同步统一记录app_job_run。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,holiday,3,name,character varying(200),False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_job_run | ops_calendar_event | v_ops_holiday_factor,OBJECT_TRANSFORMATION_RULE,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,预测改读v_ops_holiday_factor；日历同步统一记录app_job_run。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,holiday,4,type,character varying(50),False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_job_run | ops_calendar_event | v_ops_holiday_factor,OBJECT_TRANSFORMATION_RULE,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,预测改读v_ops_holiday_factor；日历同步统一记录app_job_run。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,holiday,5,coefficient,double precision,True,实测销售倍数 = 当日营业额 ÷ 前后14天工作日均值。109 从历史回填（不需要外部 API）。仅已发生的假期有值；未来假期用 v_holiday_factor 按同类型均值兜底。⚠ 预估引擎目前**不读这一列** —— 回填只是把数据准备好，engine 侧仍需接入。,已确认：生产库字段注释,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_job_run | ops_calendar_event | v_ops_holiday_factor,OBJECT_TRANSFORMATION_RULE,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,预测改读v_ops_holiday_factor；日历同步统一记录app_job_run。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,holiday,6,note,character varying(500),False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:app_job_run | ops_calendar_event | v_ops_holiday_factor,OBJECT_TRANSFORMATION_RULE,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,预测改读v_ops_holiday_factor；日历同步统一记录app_job_run。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,holiday,7,created_at,timestamp with time zone,True,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,SPLIT_OR_RESOLVE_BY_OBJECT_RULE,app_job_run.created_at | ops_calendar_event.created_at,MULTIPLE_SAME_NAME_TARGETS,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,预测改读v_ops_holiday_factor；日历同步统一记录app_job_run。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,holiday,8,updated_at,timestamp with time zone,True,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,SPLIT_OR_RESOLVE_BY_OBJECT_RULE,app_job_run.updated_at | ops_calendar_event.updated_at,MULTIPLE_SAME_NAME_TARGETS,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,官方日期、名称、管辖区和来源迁日历事件，原抓取批次证据迁通用任务运行；旧倍率不作为事实迁移，只在原始销售样本和窗口可重建时由视图重算，无来源猜测仅保留为DRAFT规则或FALLBACK标记。,预测改读v_ops_holiday_factor；日历同步统一记录app_job_run。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,hourly_sales_summary,1,id,integer,False,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,REKEY,pos_sales_hour.sales_hour_id,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 REKEY 处理，唯一允许的目标或处置为 pos_sales_hour.sales_hour_id；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,"date+hour 按地点时区与营业日切点解析为 business_date/hour_started_at；bill_count→order_count，num_of_guests→source_guest_count，gross_sales/net_sales/total_discount→gross_sales/net_sales/discount_amount，NULL 原样保留；avg_order_net_sales 不迁物理列，由 net_sales/NULLIF(order_count,0) 派生；synced_at 只作历史 SALES_HOUR 批次完成证据。补 location_id 与批次并核对日合计。",res_api改写新小时表；分析只读 current 视图，source_guest_count 不得标成进店客流。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,hourly_sales_summary,2,date,date,False,当前表使用的日期字段；是否为营业日及其时区需按写入代码确认。,合理推测：通用命名；需代码确认,PRESERVE_SOURCE_FACT,pos_sales_hour.business_date,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_FACT 处理，唯一允许的目标或处置为 pos_sales_hour.business_date；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,"date+hour 按地点时区与营业日切点解析为 business_date/hour_started_at；bill_count→order_count，num_of_guests→source_guest_count，gross_sales/net_sales/total_discount→gross_sales/net_sales/discount_amount，NULL 原样保留；avg_order_net_sales 不迁物理列，由 net_sales/NULLIF(order_count,0) 派生；synced_at 只作历史 SALES_HOUR 批次完成证据。补 location_id 与批次并核对日合计。",res_api改写新小时表；分析只读 current 视图，source_guest_count 不得标成进店客流。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,hourly_sales_summary,3,hour,integer,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_TIMEZONE_AWARE,pos_sales_hour.hour_started_at,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 TRANSFORM_TIMEZONE_AWARE 处理，唯一允许的目标或处置为 pos_sales_hour.hour_started_at；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,"date+hour 按地点时区与营业日切点解析为 business_date/hour_started_at；bill_count→order_count，num_of_guests→source_guest_count，gross_sales/net_sales/total_discount→gross_sales/net_sales/discount_amount，NULL 原样保留；avg_order_net_sales 不迁物理列，由 net_sales/NULLIF(order_count,0) 派生；synced_at 只作历史 SALES_HOUR 批次完成证据。补 location_id 与批次并核对日合计。",res_api改写新小时表；分析只读 current 视图，source_guest_count 不得标成进店客流。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,hourly_sales_summary,4,bill_count,integer,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_SOURCE_FACT,pos_sales_hour.order_count,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_FACT 处理，唯一允许的目标或处置为 pos_sales_hour.order_count；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,"date+hour 按地点时区与营业日切点解析为 business_date/hour_started_at；bill_count→order_count，num_of_guests→source_guest_count，gross_sales/net_sales/total_discount→gross_sales/net_sales/discount_amount，NULL 原样保留；avg_order_net_sales 不迁物理列，由 net_sales/NULLIF(order_count,0) 派生；synced_at 只作历史 SALES_HOUR 批次完成证据。补 location_id 与批次并核对日合计。",res_api改写新小时表；分析只读 current 视图，source_guest_count 不得标成进店客流。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,hourly_sales_summary,5,num_of_guests,integer,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_SOURCE_FACT,pos_sales_hour.source_guest_count,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_FACT 处理，唯一允许的目标或处置为 pos_sales_hour.source_guest_count；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,"date+hour 按地点时区与营业日切点解析为 business_date/hour_started_at；bill_count→order_count，num_of_guests→source_guest_count，gross_sales/net_sales/total_discount→gross_sales/net_sales/discount_amount，NULL 原样保留；avg_order_net_sales 不迁物理列，由 net_sales/NULLIF(order_count,0) 派生；synced_at 只作历史 SALES_HOUR 批次完成证据。补 location_id 与批次并核对日合计。",res_api改写新小时表；分析只读 current 视图，source_guest_count 不得标成进店客流。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,hourly_sales_summary,6,net_sales,"numeric(12,2)",True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_SOURCE_FACT,pos_sales_hour.net_sales,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_FACT 处理，唯一允许的目标或处置为 pos_sales_hour.net_sales；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,"date+hour 按地点时区与营业日切点解析为 business_date/hour_started_at；bill_count→order_count，num_of_guests→source_guest_count，gross_sales/net_sales/total_discount→gross_sales/net_sales/discount_amount，NULL 原样保留；avg_order_net_sales 不迁物理列，由 net_sales/NULLIF(order_count,0) 派生；synced_at 只作历史 SALES_HOUR 批次完成证据。补 location_id 与批次并核对日合计。",res_api改写新小时表；分析只读 current 视图，source_guest_count 不得标成进店客流。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,hourly_sales_summary,7,gross_sales,"numeric(12,2)",True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_SOURCE_FACT,pos_sales_hour.gross_sales,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_FACT 处理，唯一允许的目标或处置为 pos_sales_hour.gross_sales；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,"date+hour 按地点时区与营业日切点解析为 business_date/hour_started_at；bill_count→order_count，num_of_guests→source_guest_count，gross_sales/net_sales/total_discount→gross_sales/net_sales/discount_amount，NULL 原样保留；avg_order_net_sales 不迁物理列，由 net_sales/NULLIF(order_count,0) 派生；synced_at 只作历史 SALES_HOUR 批次完成证据。补 location_id 与批次并核对日合计。",res_api改写新小时表；分析只读 current 视图，source_guest_count 不得标成进店客流。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,hourly_sales_summary,8,avg_order_net_sales,"numeric(10,2)",True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,DERIVE_NOT_STORE,v_pos_sales_hour_current.average_order_value,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 DERIVE_NOT_STORE 处理，唯一允许的目标或处置为 v_pos_sales_hour_current.average_order_value；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,"date+hour 按地点时区与营业日切点解析为 business_date/hour_started_at；bill_count→order_count，num_of_guests→source_guest_count，gross_sales/net_sales/total_discount→gross_sales/net_sales/discount_amount，NULL 原样保留；avg_order_net_sales 不迁物理列，由 net_sales/NULLIF(order_count,0) 派生；synced_at 只作历史 SALES_HOUR 批次完成证据。补 location_id 与批次并核对日合计。",res_api改写新小时表；分析只读 current 视图，source_guest_count 不得标成进店客流。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,hourly_sales_summary,9,total_discount,"numeric(10,2)",True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_SOURCE_FACT,pos_sales_hour.discount_amount,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_FACT 处理，唯一允许的目标或处置为 pos_sales_hour.discount_amount；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,"date+hour 按地点时区与营业日切点解析为 business_date/hour_started_at；bill_count→order_count，num_of_guests→source_guest_count，gross_sales/net_sales/total_discount→gross_sales/net_sales/discount_amount，NULL 原样保留；avg_order_net_sales 不迁物理列，由 net_sales/NULLIF(order_count,0) 派生；synced_at 只作历史 SALES_HOUR 批次完成证据。补 location_id 与批次并核对日合计。",res_api改写新小时表；分析只读 current 视图，source_guest_count 不得标成进店客流。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,hourly_sales_summary,10,synced_at,timestamp with time zone,True,字段名显示它可能存放 synced 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,BATCH_PROVENANCE,pos_ingest_batch.completed_at,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 BATCH_PROVENANCE 处理，唯一允许的目标或处置为 pos_ingest_batch.completed_at；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,"date+hour 按地点时区与营业日切点解析为 business_date/hour_started_at；bill_count→order_count，num_of_guests→source_guest_count，gross_sales/net_sales/total_discount→gross_sales/net_sales/discount_amount，NULL 原样保留；avg_order_net_sales 不迁物理列，由 net_sales/NULLIF(order_count,0) 派生；synced_at 只作历史 SALES_HOUR 批次完成证据。补 location_id 与批次并核对日合计。",res_api改写新小时表；分析只读 current 视图，source_guest_count 不得标成进店客流。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,item_hourly_sales,1,id,integer,False,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,REKEY_NOT_COPY,NO_TARGET:legacy surrogate row id; target UUID plus batch natural key replaces it,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 REKEY_NOT_COPY 处理，唯一允许的目标或处置为 NO_TARGET:legacy surrogate row id; target UUID plus batch natural key replaces it；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,date+hour按location时区和营业日切点解析为business_date/hour_started_at；qty/net_sales/gross_sales逐值迁入商品小时事实，NULL不补0，synced_at只进入批次完成血缘。有item_key行在来源命名空间解析listing；缺item_key行只有在来源证据唯一时恢复，否则创建隔离的历史未知listing并把item_name保留为source_name_snapshot，绝不按名称静默指向product。,res_api全量与日中同步都必须写listing_id、location_id和幂等批次。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,item_hourly_sales,2,date,date,False,当前表使用的日期字段；是否为营业日及其时区需按写入代码确认。,合理推测：通用命名；需代码确认,PARSE_BUSINESS_DATE,pos_item_sales_hour.business_date,MANUAL_EXPLICIT_FIELD,先解析 store 到唯一 location_id，再按该地点营业时区和营业日切点解释来源 date；禁止用服务器时区、synced_at 或 UTC::date 代替营业日。,date+hour按location时区和营业日切点解析为business_date/hour_started_at；qty/net_sales/gross_sales逐值迁入商品小时事实，NULL不补0，synced_at只进入批次完成血缘。有item_key行在来源命名空间解析listing；缺item_key行只有在来源证据唯一时恢复，否则创建隔离的历史未知listing并把item_name保留为source_name_snapshot，绝不按名称静默指向product。,res_api全量与日中同步都必须写listing_id、location_id和幂等批次。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,item_hourly_sales,3,hour,integer,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PARSE_LOCATION_HOUR,pos_item_sales_hour.hour_started_at,MANUAL_EXPLICIT_FIELD,将来源整数小时与已确认 business_date、地点时区和营业日切点组合成唯一 hour_started_at；越界、夏令时歧义或跨日不明确即阻断。,date+hour按location时区和营业日切点解析为business_date/hour_started_at；qty/net_sales/gross_sales逐值迁入商品小时事实，NULL不补0，synced_at只进入批次完成血缘。有item_key行在来源命名空间解析listing；缺item_key行只有在来源证据唯一时恢复，否则创建隔离的历史未知listing并把item_name保留为source_name_snapshot，绝不按名称静默指向product。,res_api全量与日中同步都必须写listing_id、location_id和幂等批次。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,item_hourly_sales,4,item_name,text,False,来源或展示商品名；可变且不能作为跨模块稳定连接键。,合理推测：通用命名；需代码确认,PRESERVE_SOURCE_NAME,pos_item_sales_hour.source_name_snapshot | pos_product_listing.source_name,MANUAL_EXPLICIT_FIELD,逐值保留为 source_name_snapshot；只有 item_key 缺失且需建立隔离历史 listing 时才同时作为 listing.source_name，绝不能按名称绑定企业 product_id。,date+hour按location时区和营业日切点解析为business_date/hour_started_at；qty/net_sales/gross_sales逐值迁入商品小时事实，NULL不补0，synced_at只进入批次完成血缘。有item_key行在来源命名空间解析listing；缺item_key行只有在来源证据唯一时恢复，否则创建隔离的历史未知listing并把item_name保留为source_name_snapshot，绝不按名称静默指向product。,res_api全量与日中同步都必须写listing_id、location_id和幂等批次。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,item_hourly_sales,5,qty,integer,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_SOURCE_FACT,pos_item_sales_hour.quantity,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_FACT 处理，唯一允许的目标或处置为 pos_item_sales_hour.quantity；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,date+hour按location时区和营业日切点解析为business_date/hour_started_at；qty/net_sales/gross_sales逐值迁入商品小时事实，NULL不补0，synced_at只进入批次完成血缘。有item_key行在来源命名空间解析listing；缺item_key行只有在来源证据唯一时恢复，否则创建隔离的历史未知listing并把item_name保留为source_name_snapshot，绝不按名称静默指向product。,res_api全量与日中同步都必须写listing_id、location_id和幂等批次。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,item_hourly_sales,6,net_sales,"numeric(10,2)",True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_SOURCE_FACT,pos_item_sales_hour.net_sales,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_FACT 处理，唯一允许的目标或处置为 pos_item_sales_hour.net_sales；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,date+hour按location时区和营业日切点解析为business_date/hour_started_at；qty/net_sales/gross_sales逐值迁入商品小时事实，NULL不补0，synced_at只进入批次完成血缘。有item_key行在来源命名空间解析listing；缺item_key行只有在来源证据唯一时恢复，否则创建隔离的历史未知listing并把item_name保留为source_name_snapshot，绝不按名称静默指向product。,res_api全量与日中同步都必须写listing_id、location_id和幂等批次。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,item_hourly_sales,7,gross_sales,"numeric(10,2)",True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_SOURCE_FACT,pos_item_sales_hour.gross_sales,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_FACT 处理，唯一允许的目标或处置为 pos_item_sales_hour.gross_sales；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,date+hour按location时区和营业日切点解析为business_date/hour_started_at；qty/net_sales/gross_sales逐值迁入商品小时事实，NULL不补0，synced_at只进入批次完成血缘。有item_key行在来源命名空间解析listing；缺item_key行只有在来源证据唯一时恢复，否则创建隔离的历史未知listing并把item_name保留为source_name_snapshot，绝不按名称静默指向product。,res_api全量与日中同步都必须写listing_id、location_id和幂等批次。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
