table_name,foundation_tier,lifecycle,writer,mutation_policy,primary_key,unique_constraints,required_fk_indexes,deferred_fk_constraints,row_access_contract,write_and_freeze_contract,delete_contract,special_constraint_guards,implementation_status
scm_material_requirement_component,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,BakeryOps供应链任务,APPEND_ONLY,material_requirement_component_id,material_requirement_run_id + production_plan_line_id + component_index,material_id | production_plan_line_id | recipe_component_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
scm_replenishment_run,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,BakeryOps供应链任务,CONTROLLED_UPDATE_UNTIL_TERMINAL,replenishment_run_id,NONE_BEYOND_PRIMARY_KEY,job_run_id | location_id | material_requirement_run_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,运行或同步进入终态前可更新，终态后冻结并以新运行重算,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
scm_replenishment_line,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,BakeryOps计算；采购人员批准,CONTROLLED_WORKFLOW,replenishment_line_id,replenishment_run_id + material_id + supplier_item_id [NULLS NOT DISTINCT：空值也参与去重],approved_by_user_id | created_by_user_id | material_id | supplier_item_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,只允许批准的状态机迁移并记录操作者和时间,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
scm_purchase_order_revision,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,采购流程；审批人改变状态,DRAFT_MUTABLE_THEN_FROZEN,purchase_order_revision_id,purchase_order_code + revision_no,approved_by_user_id | based_on_revision_id | created_by_user_id | deliver_to_location_id | supplier_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,FREEZE_TRIGGER: sent/confirmed/rejected/cancelled/superseded revision and lines are immutable | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
scm_purchase_order_line,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,采购流程,APPEND_ONLY,purchase_order_line_id,purchase_order_revision_id + supplier_item_id,material_unit_conversion_id | order_unit_id | replenishment_line_id | supplier_item_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
scm_goods_receipt,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,仓库或门店收货流程,CONTROLLED_UPDATE,goods_receipt_id,receipt_code,created_by_user_id | location_id | purchase_order_revision_id | received_by_employment_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
scm_goods_receipt_line,EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,PLANNED_MODULE,仓库或门店收货流程,APPEND_ONLY,goods_receipt_line_id,goods_receipt_id + purchase_order_line_id + lot_code [NULLS NOT DISTINCT：空值也参与去重],material_id | purchase_order_line_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,DEFERRABLE_CONSTRAINT_TRIGGER: referenced PO line must belong to receipt header purchase_order_revision_id; material must match supplier item mapping,DESIGN_ONLY_NOT_EXECUTED
scm_supplier_price_observation,CORE_BUSINESS,CORE_MIGRATION,采购或收货流程,CONTROLLED_UPDATE_UNTIL_TERMINAL,supplier_price_observation_id,source_system_id + source_record_id [NULLS DISTINCT：仅非空值去重，允许多条空值] | goods_receipt_line_id + observation_type [NULLS DISTINCT：仅非空值去重，允许多条空值] | purchase_order_line_id + observation_type [NULLS DISTINCT：仅非空值去重，允许多条空值],material_unit_conversion_id | raw_price_unit_id | supplier_item_id | verified_by_user_id,goods_receipt_line_id -> scm_goods_receipt_line.goods_receipt_line_id @ EXTENSION_PACK:PROCUREMENT_AND_INVENTORY | purchase_order_line_id -> scm_purchase_order_line.purchase_order_line_id @ EXTENSION_PACK:PROCUREMENT_AND_INVENTORY,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,运行或同步进入终态前可更新，终态后冻结并以新运行重算,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
cost_card_recipe_version,CORE_BUSINESS,CORE_MIGRATION,财务成本卡网站,DRAFT_MUTABLE_THEN_FROZEN,recipe_version_id,recipe_code + version_no,approved_by_user_id | created_by_user_id | output_material_id | output_product_id | yield_unit_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,FREEZE_TRIGGER: published/archived/rejected version and child components are immutable | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
cost_card_recipe_component,CORE_BUSINESS,CORE_MIGRATION,财务成本卡网站,APPEND_ONLY,recipe_component_id,recipe_version_id + sequence_no,input_unit_id | material_id | material_unit_conversion_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,"SCHEMA_VALIDATION: recipe component write function requires condition_rule and condition_schema_version together only when is_optional=true, validates allowed variant keys/types, rejects unknown keys, and revokes direct component INSERT/UPDATE from application roles",DESIGN_ONLY_NOT_EXECUTED
cost_card_material_price,CORE_BUSINESS,CORE_MIGRATION,财务成本卡网站,DRAFT_MUTABLE_THEN_FROZEN,material_price_id,material_id + location_id + effective_from [NULLS NOT DISTINCT：空值也参与去重],approved_by_user_id | created_by_user_id | location_id | supplier_price_observation_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
finance_import_batch,CORE_BUSINESS,CORE_MIGRATION,财务网站,CONTROLLED_UPDATE_UNTIL_TERMINAL,finance_import_batch_id,dataset_code + file_sha256 [NULLS DISTINCT：仅非空值去重，允许多条空值],approved_by_user_id | created_by_user_id | job_run_id | scope_location_id | source_system_id | supersedes_finance_import_batch_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,运行或同步进入终态前可更新，终态后冻结并以新运行重算,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
finance_sales_daily,CORE_BUSINESS,CORE_MIGRATION,财务网站,APPEND_ONLY,finance_sales_daily_id,finance_import_batch_id + location_id + business_date,location_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
finance_item_sales_monthly,CORE_BUSINESS,CORE_MIGRATION,财务网站,APPEND_ONLY,finance_item_sales_monthly_id,finance_import_batch_id + location_id + business_month + source_item_name,location_id | product_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
finance_monthly_cost_line,CORE_BUSINESS,CORE_MIGRATION,财务网站,APPEND_ONLY,finance_monthly_cost_line_id,finance_import_batch_id + source_row_ref,location_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
finance_cashflow_line,CORE_BUSINESS,CORE_MIGRATION,财务网站,APPEND_ONLY,finance_cashflow_line_id,finance_import_batch_id + location_id + business_month + cashflow_code,location_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
finance_order_logistics_line,CORE_BUSINESS,CORE_MIGRATION,财务网站,APPEND_ONLY,finance_order_logistics_line_id,finance_import_batch_id + source_row_ref,location_id | material_id | supplier_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
finance_inventory_snapshot_line,CORE_BUSINESS,CORE_MIGRATION,财务网站,APPEND_ONLY,finance_inventory_snapshot_line_id,finance_import_batch_id + source_row_ref,location_id | material_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
finance_inventory_flow_line,CORE_BUSINESS,CORE_MIGRATION,财务网站,APPEND_ONLY,finance_inventory_flow_line_id,finance_import_batch_id + source_row_ref,location_id | material_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
finance_supplier_purchase_monthly,CORE_BUSINESS,CORE_MIGRATION,财务网站,APPEND_ONLY,finance_supplier_purchase_monthly_id,finance_import_batch_id + source_row_ref,location_id | material_id | supplier_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
finance_target,CORE_BUSINESS,CORE_MIGRATION,财务网站,DRAFT_MUTABLE_THEN_FROZEN,finance_target_id,location_id + business_month + metric_code + version_no [NULLS NOT DISTINCT：空值也参与去重],approved_by_user_id | created_by_user_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
finance_monthly_metric,CORE_BUSINESS,CORE_MIGRATION,财务网站,APPEND_ONLY,finance_monthly_metric_id,finance_import_batch_id + location_id + business_month + metric_code,location_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
finance_period_category_map,CORE_BUSINESS,CORE_MIGRATION,财务网站,DRAFT_MUTABLE_THEN_FROZEN,period_category_map_id,source_major + source_sub + valid_from [NULLS NOT DISTINCT：空值也参与去重],approved_by_user_id | created_by_user_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
mkt_campaign_version,CORE_BUSINESS,CORE_MIGRATION,营销/HBTI后台,DRAFT_MUTABLE_THEN_FROZEN,campaign_version_id,campaign_code + version_no,approved_by_user_id | created_by_user_id | location_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,"FREEZE_TRIGGER: published/archived/rejected version, questions and options are immutable | SCHEMA_VALIDATION: sole campaign draft-write and publish functions validate audience_rule, participation_rule and reward_rule by campaign_type + rule_schema_version; unknown keys or unsupported versions are rejected, and application roles have no direct rule-column UPDATE grant | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at",DESIGN_ONLY_NOT_EXECUTED
mkt_campaign_member,CORE_BUSINESS,CORE_MIGRATION,营销/HBTI后台,CONTROLLED_WORKFLOW,campaign_member_id,campaign_version_id + member_id,member_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,只允许批准的状态机迁移并记录操作者和时间,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
mkt_survey_question,CORE_BUSINESS,CORE_MIGRATION,营销/HBTI后台,DRAFT_MUTABLE_THEN_FROZEN,survey_question_id,campaign_version_id + question_code | campaign_version_id + sequence_no,created_by_user_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,SCHEMA_VALIDATION: campaign question write function validates validation_rule by question_type + validation_schema_version; unknown keys or unsupported versions are rejected and published questions cannot be updated directly | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
mkt_survey_question_option,CORE_BUSINESS,CORE_MIGRATION,营销/HBTI后台,DRAFT_MUTABLE_THEN_FROZEN,survey_question_option_id,survey_question_id + option_code | survey_question_id + sequence_no,created_by_user_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
mkt_survey_response,CORE_BUSINESS,CORE_MIGRATION,HBTI应用,CONTROLLED_UPDATE_UNTIL_TERMINAL,survey_response_id,campaign_member_id + attempt_no [NULLS NOT DISTINCT：空值也参与去重] | source_system_id + source_response_id,NONE,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,运行或同步进入终态前可更新，终态后冻结并以新运行重算,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
mkt_survey_answer,CORE_BUSINESS,CORE_MIGRATION,HBTI应用,APPEND_ONLY,survey_answer_id,survey_response_id + survey_question_id + value_index,selected_option_id | survey_question_id,NONE,RESTRICTED_COLUMN_PATH + EXPLICIT_PRIVILEGED_READER + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
mkt_survey_result,CORE_BUSINESS,CORE_MIGRATION,HBTI结果计算服务,APPEND_ONLY,survey_result_id,survey_response_id + result_type + algorithm_version | source_system_id + source_result_id [NULLS DISTINCT：仅非空值去重，允许多条空值],NONE,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
mkt_reward,CORE_BUSINESS,CORE_MIGRATION,营销后台,CONTROLLED_UPDATE,reward_id,reward_code,created_by_user_id | product_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
mkt_reward_stock,CORE_BUSINESS,CORE_MIGRATION,HBTI/营销库存服务,CONTROLLED_WORKFLOW,reward_stock_id,campaign_version_id + location_id + reward_id [NULLS NOT DISTINCT：空值也参与去重] | reward_stock_id + reward_id,location_id | reward_id,NONE,LOCATION_SCOPE_SELECT + DOMAIN_WRITER_ONLY,只允许批准的状态机迁移并记录操作者和时间,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
mkt_reward_claim,CORE_BUSINESS,CORE_MIGRATION,HBTI/营销库存服务,CONTROLLED_WORKFLOW,reward_claim_id,idempotency_key | source_system_id + source_fulfillment_id [NULLS DISTINCT：仅非空值去重，允许多条空值],campaign_member_id | redeemed_by_user_id | reward_id | reward_stock_id + reward_id | survey_result_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,只允许批准的状态机迁移并记录操作者和时间,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,"COMPOSITE_FK_REQUIRED: (reward_stock_id,reward_id) REFERENCES mkt_reward_stock(reward_stock_id,reward_id) MATCH SIMPLE; trigger is not an acceptable substitute | ATOMIC_WRITE_FUNCTION: stock-backed idempotent claim insert and reward_stock counter change in one transaction; stockless external fulfillment does not mutate stock | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at",DESIGN_ONLY_NOT_EXECUTED
msg_conversation,CORE_PLATFORM,CORE_MIGRATION,BakeryOps消息服务,CONTROLLED_UPDATE,conversation_id,channel_code + external_conversation_id [NULLS DISTINCT：仅非空值去重，允许多条空值],app_user_id | application_id | member_id | person_id,NONE,RESTRICTED_COLUMN_PATH + EXPLICIT_PRIVILEGED_READER + DOMAIN_WRITER_ONLY,主数据允许受权限、审计和并发控制的更新,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
msg_message,CORE_PLATFORM,CORE_MIGRATION,BakeryOps消息服务,APPEND_ONLY,message_id,conversation_id + external_message_id [NULLS DISTINCT：仅非空值去重，允许多条空值] | outbound_message_id [NULLS DISTINCT：仅非空值去重，允许多条空值],NONE,NONE,RESTRICTED_COLUMN_PATH + EXPLICIT_PRIVILEGED_READER + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
msg_conversation_state,CORE_PLATFORM,CORE_MIGRATION,BakeryOps编排器,CONTROLLED_WORKFLOW,conversation_state_id,conversation_id + workflow_code,NONE,NONE,RESTRICTED_COLUMN_PATH + EXPLICIT_PRIVILEGED_READER + DOMAIN_WRITER_ONLY,只允许批准的状态机迁移并记录操作者和时间,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,SCHEMA_VALIDATION: controlled workflow transition function validates collected_data and pending_action by workflow_code + workflow_version; unknown keys are rejected and direct state-table writes are revoked | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
msg_outbound_message,CORE_PLATFORM,CORE_MIGRATION,BakeryOps消息服务,CONTROLLED_QUEUE_STATE,outbound_message_id,idempotency_key | push_kind + recipient_ref + business_date [NULLS DISTINCT：仅非空值去重，允许多条空值],ai_call_id | appointment_id | campaign_member_id | conversation_id | job_run_id | queued_by_user_id | review_action_id,NONE,RESTRICTED_COLUMN_PATH + EXPLICIT_PRIVILEGED_READER + DOMAIN_WRITER_ONLY,只允许消息队列声明的状态迁移；尝试次数和最后错误从投递事实派生,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,CLAIM_FUNCTION: idempotency key conflict returns existing message; queue lease transitions are atomic | SCHEMA_VALIDATION: atomic enqueue function validates payload by template_code + template_version before claiming idempotency_key; unknown keys/templates are rejected and direct queue INSERT is revoked | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
msg_delivery_attempt,CORE_PLATFORM,CORE_MIGRATION,BakeryOps消息worker,APPEND_ONLY,delivery_attempt_id,outbound_message_id + attempt_no,NONE,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
msg_delivery_event,EXTENSION_PACK:CHANNEL_RECEIPTS,PLANNED_MODULE,BakeryOps消息回执服务,APPEND_ONLY,delivery_event_id,source_system_id + source_event_id,delivery_attempt_id | message_id | outbound_message_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
ai_prompt_segment,CORE_PLATFORM,CORE_MIGRATION,BakeryOps AI配置,DRAFT_MUTABLE_THEN_FROZEN,prompt_segment_id,segment_code + version_no,approved_by_user_id | created_by_user_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,SCHEMA_VALIDATION: approval function validates variable_schema as the approved JSON-Schema subset and rejects unsupported keywords before status can become APPROVED or ACTIVE | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ai_prompt_template,CORE_PLATFORM,CORE_MIGRATION,BakeryOps AI配置,DRAFT_MUTABLE_THEN_FROZEN,prompt_template_id,template_code + version_no,approved_by_user_id | created_by_user_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,草稿可编辑；发布、发送或生效后冻结并新建版本；终态由数据库冻结门禁保护,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,SCHEMA_VALIDATION: approval function validates output_schema as the approved JSON-Schema subset and rejects unsupported keywords before status can become APPROVED or ACTIVE | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
ai_prompt_template_segment,CORE_PLATFORM,CORE_MIGRATION,BakeryOps AI配置,APPEND_ONLY,prompt_template_segment_id,prompt_template_id + sequence_no,prompt_segment_id,NONE,DECLARED_READER_ROLES + DOMAIN_WRITER_ONLY,写入后不可修改；更正追加新事实或冲销事件；应用角色拒绝 UPDATE/DELETE，更正追加新事实或冲销事件,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,NONE,DESIGN_ONLY_NOT_EXECUTED
ai_call,CORE_PLATFORM,CORE_MIGRATION,BakeryOps AI服务,CONTROLLED_UPDATE_UNTIL_TERMINAL,ai_call_id,NONE_BEYOND_PRIMARY_KEY,actor_user_id | job_run_id | prompt_template_id,NONE,RESTRICTED_COLUMN_PATH + EXPLICIT_PRIVILEGED_READER + DOMAIN_WRITER_ONLY,运行或同步进入终态前可更新，终态后冻结并以新运行重算,RESTRICT_OR_NO_ACTION_ACROSS_BUSINESS_FACTS; archival/retention workflow only; CASCADE requires separate approval,SCHEMA_VALIDATION: terminal-write function validates parsed_output against the referenced ai_prompt_template.output_schema; validation_status=VALID is impossible on mismatch and direct terminal updates are revoked | UPDATED_AT_GUARD: only approved write function/trigger may change updated_at,DESIGN_ONLY_NOT_EXECUTED
