guardrail_type,current_object,guardrail_name,current_definition,current_enabled_or_valid,current_object_disposition,target_objects,required_action,verification_gate,implementation_status
CONSTRAINT,hourly_sales_summary,hourly_sales_summary_date_hour_key,"UNIQUE (date, hour)",True,MIGRATE,pos_sales_hour | v_pos_sales_hour_current,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,item_hourly_sales,item_hourly_sales_pkey,PRIMARY KEY (id),True,MIGRATE_SOURCE_FIRST,pos_ingest_batch | pos_product_listing | pos_item_sales_hour,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,item_hourly_sales,item_hourly_sales_date_hour_item_name_key,"UNIQUE (date, hour, item_name)",True,MIGRATE_SOURCE_FIRST,pos_ingest_batch | pos_product_listing | pos_item_sales_hour,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,item_last_sale,item_last_sale_pkey,"PRIMARY KEY (date, item_name)",True,RETIRE_DERIVED,ops_stockout_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,item_waste,item_waste_pkey,PRIMARY KEY (id),True,MIGRATE,pos_item_waste | v_pos_item_waste_current | v_pos_item_waste_mapped,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,item_waste,item_waste_date_item_name_waste_reason_key,"UNIQUE (date, item_name, waste_reason)",True,MIGRATE,pos_item_waste | v_pos_item_waste_current | v_pos_item_waste_mapped,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,job_openings,job_openings_role_area_check,"CHECK (role_area = ANY (ARRAY['FOH'::text, 'BOH'::text]))",True,MIGRATE,hr_job_requisition,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,job_openings,job_openings_source_check,"CHECK (source = ANY (ARRAY['jobstreet'::text, 'qr_poster'::text]))",True,MIGRATE,hr_job_requisition,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,job_openings,job_openings_store_id_fkey,FOREIGN KEY (store_id) REFERENCES ops_store(store_code),True,MIGRATE,hr_job_requisition,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,job_openings,job_openings_pkey,PRIMARY KEY (id),True,MIGRATE,hr_job_requisition,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,offers,offers_salary_source_check,"CHECK (salary_source = ANY (ARRAY['lark'::text, 'manual'::text]))",True,VERSION,hr_offer,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,offers,offers_status_check,"CHECK (status = ANY (ARRAY['draft'::text, 'approved'::text, 'sent'::text, 'accepted'::text, 'declined'::text]))",True,VERSION,hr_offer,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,offers,offers_application_id_fkey,FOREIGN KEY (application_id) REFERENCES applications(id),True,VERSION,hr_offer,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,offers,offers_approved_by_user_id_fkey,FOREIGN KEY (approved_by_user_id) REFERENCES staff(user_id),True,VERSION,hr_offer,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,offers,offers_store_id_fkey,FOREIGN KEY (store_id) REFERENCES ops_store(store_code),True,VERSION,hr_offer,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,offers,offers_pkey,PRIMARY KEY (id),True,VERSION,hr_offer,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,ops_audit_log,audit_log_status_check,"CHECK (status = ANY (ARRAY['queued'::text, 'running'::text, 'success'::text, 'error'::text]))",True,CLASSIFY_SPLIT,app_job_run | app_audit_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,ops_audit_log,audit_log_pkey,PRIMARY KEY (run_id),True,CLASSIFY_SPLIT,app_job_run | app_audit_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,ops_store,ops_store_head_chef_user_id_fkey,FOREIGN KEY (head_chef_user_id) REFERENCES staff(user_id),True,MERGE_IDENTITY,ops_location | ops_location_source_identity | ops_business_rule | app_user | app_user_role | app_user_location_scope,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,ops_store,ops_store_manager_user_id_fkey,FOREIGN KEY (manager_user_id) REFERENCES staff(user_id),True,MERGE_IDENTITY,ops_location | ops_location_source_identity | ops_business_rule | app_user | app_user_role | app_user_location_scope,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,ops_store,stores_pkey,PRIMARY KEY (store_code),True,MERGE_IDENTITY,ops_location | ops_location_source_identity | ops_business_rule | app_user | app_user_role | app_user_location_scope,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,out_of_stock_record,out_of_stock_record_pkey,PRIMARY KEY (id),True,MIGRATE,ops_stockout_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_hbti_attempt_shape,CHECK (hbti_status = 'processing'::text AND hbti_attempt_id IS NOT NULL OR hbti_status IS DISTINCT FROM 'processing'::text AND hbti_attempt_id IS NULL),True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_hbti_campaign_version,"CHECK (hbti_campaign_version IS NULL OR hbti_campaign_version ~ '^[A-Za-z0-9][A-Za-z0-9._-]{0,63}$'::text)",True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_hbti_category,"CHECK (hbti_category IS NULL OR (hbti_category = ANY (ARRAY['drink'::text, 'dessert'::text, 'bakery'::text])))",True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_hbti_code,CHECK (hbti_code IS NULL OR hbti_code ~ '^[IH][LS][BD][AT]$'::text),True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_hbti_member_hash,CHECK (hbti_member_hash IS NULL OR hbti_member_hash ~ '^[a-f0-9]{64}$'::text),True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_hbti_metadata,CHECK ((hbti_color IS NULL OR btrim(hbti_color) = hbti_color AND length(hbti_color) >= 1 AND length(hbti_color) <= 32) AND (hbti_gender IS NULL OR btrim(hbti_gender) = hbti_gender AND length(hbti_gender) >= 1 AND length(hbti_gender) <= 32) AND (hbti_age IS NULL OR btrim(hbti_age) = hbti_age AND length(hbti_age) >= 1 AND length(hbti_age) <= 32)),True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_hbti_profile_complete,CHECK (hbti_campaign_version IS NULL AND hbti_code IS NULL AND hbti_visit_time IS NULL AND hbti_category IS NULL AND hbti_color IS NULL AND hbti_completed_at IS NULL AND hbti_gender IS NULL AND hbti_age IS NULL OR hbti_campaign_version IS NOT NULL AND hbti_code IS NOT NULL AND hbti_visit_time IS NOT NULL AND hbti_category IS NOT NULL AND hbti_color IS NOT NULL AND hbti_completed_at IS NOT NULL),True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_hbti_record_shape,CHECK (hbti_status IS NULL AND hbti_record IS NULL OR hbti_status IS NOT NULL AND hbti_record IS NOT NULL AND (hbti_record ->> 'status'::text) = hbti_status),True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_hbti_status,"CHECK (hbti_status IS NULL OR (hbti_status = ANY (ARRAY['processing'::text, 'issued'::text, 'review'::text, 'unrewarded'::text])))",True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_hbti_visit_time,"CHECK (hbti_visit_time IS NULL OR (hbti_visit_time = ANY (ARRAY['morning'::text, 'night'::text])))",True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_phone_country_code,"CHECK (phone_country_code ~ '^[1-9][0-9]{0,3}$'::text)",True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,ck_pos_member_phone_national,"CHECK (phone_national ~ '^[1-9][0-9]{5,14}$'::text)",True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member,uk_pos_member_store_member,"UNIQUE (store, member_id)",True,SPLIT_PRIVACY,pos_member | pos_member_contact | pos_member_card | pos_member_balance_snapshot | v_pos_member_state_current | mkt_campaign_member | mkt_survey_response | mkt_survey_result | mkt_reward_claim,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member_card_txn,ck_pos_member_card_txn_label,"CHECK (txn_type_label = ANY (ARRAY['topup'::text, 'consume'::text, 'topup_refund'::text, 'consume_refund'::text, 'adjust_increase'::text, 'adjust_decrease'::text, 'unknown'::text]))",True,MIGRATE_LOSSLESS,pos_member_card_transaction,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member_card_txn,uk_pos_member_card_txn,"UNIQUE (store, txn_id)",True,MIGRATE_LOSSLESS,pos_member_card_transaction,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member_daily,ck_pos_member_daily_adjust_split,CHECK (topup_adjust_amount IS NULL OR adjust_correction IS NULL OR adjust_net IS NULL OR abs(topup_adjust_amount + adjust_correction - adjust_net) <= 0.01),True,SPLIT,pos_member_daily_metric | v_pos_member_daily_summary,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member_daily,uk_pos_member_daily,"UNIQUE (date, store)",True,SPLIT,pos_member_daily_metric | v_pos_member_daily_summary,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member_order_item,ck_pmoi_member_id,"CHECK (member_id IS NULL OR member_id ~ '^[0-9]{1,32}$'::text)",True,MIGRATE_LATEST_SNAPSHOT,pos_order | pos_order_item | v_pos_member_order_item,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member_order_item,ck_pmoi_qty,CHECK (qty > 0::numeric),True,MIGRATE_LATEST_SNAPSHOT,pos_order | pos_order_item | v_pos_member_order_item,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_member_order_item,pos_member_order_item_pkey,"PRIMARY KEY (order_id, item_key)",True,MIGRATE_LATEST_SNAPSHOT,pos_order | pos_order_item | v_pos_member_order_item,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_product,ck_pos_product_card_shape,CHECK (has_cost_card = false OR res_cost_card_id IS NOT NULL),True,MIGRATE_SOURCE,pos_product_listing | pos_product_mapping | ops_product,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_product,pos_product_item_key_check,CHECK (item_key ~ '^[0-9]+-[0-9]+-[0-9A-Za-z-]+$'::text),True,MIGRATE_SOURCE,pos_product_listing | pos_product_mapping | ops_product,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_product,pos_product_name_en_check,CHECK (btrim(name_en) = name_en AND name_en <> ''::text),True,MIGRATE_SOURCE,pos_product_listing | pos_product_mapping | ops_product,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_product,pos_product_res_theoretical_cost_check,CHECK (res_theoretical_cost IS NULL OR res_theoretical_cost >= 0::numeric),True,MIGRATE_SOURCE,pos_product_listing | pos_product_mapping | ops_product,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_product,pos_product_res_total_cost_check,CHECK (res_total_cost IS NULL OR res_total_cost >= 0::numeric),True,MIGRATE_SOURCE,pos_product_listing | pos_product_mapping | ops_product,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_product,pos_product_sales_price_check,CHECK (sales_price IS NULL OR sales_price >= 0::numeric),True,MIGRATE_SOURCE,pos_product_listing | pos_product_mapping | ops_product,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,pos_product,pos_product_pkey,PRIMARY KEY (item_key),True,MIGRATE_SOURCE,pos_product_listing | pos_product_mapping | ops_product,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,product,fk_product_item_key,FOREIGN KEY (item_key) REFERENCES pos_product(item_key) ON DELETE SET NULL,True,MIGRATE_MASTER,ops_product | ops_business_rule | v_pos_item_sales_day | v_ops_timeslot_sales_baseline,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,product,product_pkey,PRIMARY KEY (id),True,MIGRATE_MASTER,ops_product | ops_business_rule | v_pos_item_sales_day | v_ops_timeslot_sales_baseline,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,product,uk_product_name,UNIQUE (name),True,MIGRATE_MASTER,ops_product | ops_business_rule | v_pos_item_sales_day | v_ops_timeslot_sales_baseline,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,product_alias,fk_product_alias_item_key,FOREIGN KEY (item_key) REFERENCES pos_product(item_key) ON DELETE SET NULL,True,MIGRATE,ops_product_alias,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,product_alias,product_alias_pkey,PRIMARY KEY (id),True,MIGRATE,ops_product_alias,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,product_alias,uk_alias,UNIQUE (alias),True,MIGRATE,ops_product_alias,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,prompt_segment,prompt_segment_pkey,PRIMARY KEY (id),True,VERSION,ai_prompt_segment | ai_prompt_template_segment,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,prompt_segment,uk_segment_key,UNIQUE (segment_key),True,VERSION,ai_prompt_segment | ai_prompt_template_segment,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,prompt_template,prompt_template_pkey,PRIMARY KEY (id),True,VERSION,ai_prompt_template | ai_prompt_template_segment,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,prompt_template,uk_template_key,UNIQUE (template_key),True,VERSION,ai_prompt_template | ai_prompt_template_segment,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,schema_migrations,schema_migrations_pkey,PRIMARY KEY (version),True,REKEY,app_schema_migration,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,screening_rules,screening_rules_pkey,PRIMARY KEY (id),True,REVIEW_MIGRATE,hr_screening_rule,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,session_state,session_state_pkey,PRIMARY KEY (conversation_id),True,MIGRATE_ACTIVE_ONLY,msg_conversation | msg_conversation_state,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,staff,staff_pkey,PRIMARY KEY (user_id),True,SPLIT_IDENTITY,hr_person | hr_person_contact | hr_employment | hr_employment_source_identity | hr_employment_mapping_review | app_user | app_user_role | app_user_location_scope,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,staff,staff_lark_open_id_key,UNIQUE (lark_open_id),True,SPLIT_IDENTITY,hr_person | hr_person_contact | hr_employment | hr_employment_source_identity | hr_employment_mapping_review | app_user | app_user_role | app_user_location_scope,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,trials,trials_recommendation_check,"CHECK (recommendation = ANY (ARRAY['建议录用'::text, '有条件录用'::text, '延长试工'::text, '不建议录用'::text]))",True,MERGE_SPLIT,hr_appointment | hr_assessment | hr_assessment_score,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,trials,trials_appointment_id_fkey,FOREIGN KEY (appointment_id) REFERENCES appointments(id),True,MERGE_SPLIT,hr_appointment | hr_assessment | hr_assessment_score,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,trials,trials_decided_by_user_id_fkey,FOREIGN KEY (decided_by_user_id) REFERENCES staff(user_id),True,MERGE_SPLIT,hr_appointment | hr_assessment | hr_assessment_score,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,trials,trials_store_id_fkey,FOREIGN KEY (store_id) REFERENCES ops_store(store_code),True,MERGE_SPLIT,hr_appointment | hr_assessment | hr_assessment_score,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,trials,trials_pkey,PRIMARY KEY (id),True,MERGE_SPLIT,hr_appointment | hr_assessment | hr_assessment_score,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
